id,pais,region,sexo,edad,ingresos_padres,educ_padres,educ_hijo,ingresos_hijo,ocupacion_hijo
642,España,Castilla y León,hombre,45,13476.02,Secundaria,FP,21545.0,Técnico/a junior
643,España,Baleares,hombre,50,23198.34,Secundaria,FP,25850.16,Técnico/a
644,España,Castilla y León,mujer,28,26966.07,FP,Universidad,31351.15,Técnico/a
645,España,Aragón,mujer,34,15546.02,FP,FP,24456.62,Técnico/a
646,España,Navarra,hombre,29,18907.31,Primaria,Sin estudios,15505.77,Técnico/a junior
647,España,Comunidad Valenciana,mujer,45,13932.86,Sin estudios,Sin estudios,13067.57,Servicios básicos
648,España,Galicia,mujer,46,18018.85,Secundaria,Secundaria,17414.69,Técnico/a junior
649,España,Madrid,hombre,54,17922.06,FP,Universidad,24062.12,Técnico/a
650,España,Cataluña,hombre,34,14915.22,Secundaria,Secundaria,23946.25,Técnico/a
651,España,Aragón,mujer,36,23077.44,Secundaria,FP,22601.19,Técnico/a
652,España,Comunidad Valenciana,mujer,34,22070.74,Secundaria,Secundaria,19092.96,Técnico/a junior
653,España,Comunidad Valenciana,hombre,53,22186.2,FP,FP,26473.59,Técnico/a
654,España,Madrid,hombre,37,19977.97,,Secundaria,23471.74,Técnico/a
655,España,Cataluña,mujer,35,15646.6,Secundaria,Secundaria,19486.53,Técnico/a junior
656,España,Aragón,mujer,46,16913.71,Secundaria,FP,24801.71,Técnico/a
657,España,Cantabria,mujer,40,17941.75,FP,Secundaria,18094.73,Técnico/a junior
658,España,Castilla y León,mujer,32,13424.76,Primaria,Primaria,9000.0,Servicios básicos
659,España,Galicia,mujer,32,22904.5,Secundaria,Secundaria,26973.38,Técnico/a
660,España,Comunidad Valenciana,hombre,51,19008.92,FP,FP,20121.81,Técnico/a junior
661,España,Castilla y León,hombre,49,18299.43,FP,FP,20146.57,Técnico/a junior
662,España,País Vasco,hombre,32,19371.89,Secundaria,FP,23486.96,Técnico/a
663,España,Extremadura,mujer,37,14237.47,FP,Universidad,23769.39,Técnico/a
664,España,Canarias,hombre,51,16171.93,FP,Universidad,23715.18,Técnico/a
665,España,Aragón,mujer,26,19452.91,FP,Universidad,30023.13,Técnico/a
666,España,Asturias,hombre,54,26175.41,,FP,,Especialista
667,España,Canarias,hombre,54,27285.33,FP,FP,24814.61,Técnico/a
668,España,Asturias,mujer,36,15243.43,Primaria,Primaria,13690.56,Servicios básicos
669,España,Baleares,hombre,34,16667.81,FP,Secundaria,20013.92,Técnico/a junior
670,España,Cantabria,mujer,36,23219.13,FP,Universidad,30270.92,Técnico/a
671,España,Baleares,hombre,35,14341.46,FP,Universidad,26047.9,Técnico/a
672,España,Navarra,mujer,39,17394.31,Secundaria,Secundaria,18076.0,Técnico/a junior
673,España,Aragón,mujer,40,17015.21,Secundaria,Primaria,13151.62,Servicios básicos
674,España,Comunidad Valenciana,hombre,41,20972.94,FP,FP,16279.25,Técnico/a junior
675,España,Castilla-La Mancha,mujer,50,18506.44,Secundaria,Secundaria,16811.39,Técnico/a junior
676,España,País Vasco,hombre,26,19993.75,FP,FP,30764.33,Técnico/a
677,España,Aragón,mujer,42,18094.32,FP,FP,24085.51,Técnico/a
678,España,Castilla-La Mancha,hombre,36,17188.87,Secundaria,Secundaria,19064.62,Técnico/a junior
679,España,País Vasco,hombre,43,21238.91,Secundaria,Secundaria,26698.66,Técnico/a
680,España,Murcia,hombre,50,20273.07,,FP,19150.04,Técnico/a junior
681,España,Madrid,mujer,47,21591.1,Secundaria,FP,27439.17,Técnico/a
682,España,Canarias,mujer,42,15129.87,FP,FP,14813.21,Servicios básicos
683,España,Baleares,mujer,54,17709.78,FP,FP,26260.68,Técnico/a
684,España,Galicia,mujer,41,14444.94,Secundaria,Primaria,17558.5,Técnico/a junior
685,España,País Vasco,hombre,54,18624.28,FP,Universidad,30209.67,Técnico/a
686,España,Comunidad Valenciana,hombre,30,21750.69,FP,FP,28489.01,Técnico/a
687,España,Comunidad Valenciana,hombre,49,17991.01,Primaria,Sin estudios,19797.54,Técnico/a junior
688,España,Cantabria,hombre,39,16456.26,Secundaria,FP,17502.76,Técnico/a junior
689,España,Madrid,hombre,27,25276.75,Universidad,Postgrado,42099.77,Especialista
690,España,Baleares,hombre,30,23951.77,FP,FP,27840.01,Técnico/a
691,España,Castilla y León,mujer,27,21700.52,FP,Secundaria,14869.71,Servicios básicos
692,España,Castilla-La Mancha,hombre,54,18032.64,Secundaria,Secundaria,19734.04,Técnico/a junior
693,España,Cataluña,hombre,53,17319.88,Secundaria,Primaria,22217.25,Técnico/a
694,España,Canarias,hombre,25,15240.04,FP,Secundaria,15309.54,Técnico/a junior
695,España,Aragón,mujer,54,17356.76,Secundaria,Secundaria,24475.55,Técnico/a
696,España,Extremadura,mujer,37,16342.83,Secundaria,FP,18445.18,Técnico/a junior
697,España,Cantabria,mujer,52,21930.61,FP,FP,22809.21,Técnico/a
698,España,Comunidad Valenciana,hombre,45,21268.6,Universidad,FP,21832.79,Técnico/a junior
699,España,Asturias,hombre,50,15402.87,Secundaria,FP,15221.63,Técnico/a junior
700,España,Cataluña,mujer,38,17459.79,Primaria,Sin estudios,15427.81,Técnico/a junior
701,España,Comunidad Valenciana,hombre,37,17787.46,FP,Universidad,23114.07,Técnico/a
702,España,Andalucía,mujer,51,15023.41,Primaria,Primaria,16429.11,Técnico/a junior
703,España,Castilla y León,mujer,28,18349.28,Primaria,Primaria,9000.0,Servicios básicos
704,España,Asturias,mujer,31,17317.23,FP,Secundaria,22300.69,Técnico/a
705,España,Andalucía,hombre,46,24526.93,FP,FP,28274.93,Técnico/a
706,España,País Vasco,hombre,34,21840.9,FP,FP,31516.67,Técnico/a
707,España,Castilla y León,mujer,31,16441.78,Primaria,Secundaria,14178.01,Servicios básicos
708,España,Madrid,hombre,45,27781.26,Universidad,FP,29709.86,Técnico/a
709,España,Canarias,mujer,39,17027.0,Primaria,Primaria,,Técnico/a junior
710,España,Galicia,hombre,39,14024.48,Secundaria,Secundaria,21907.25,Técnico/a junior
711,España,Madrid,hombre,28,29746.45,Universidad,Universidad,41569.49,Especialista
712,España,Comunidad Valenciana,hombre,47,16181.79,Secundaria,Secundaria,19641.31,Técnico/a junior
713,España,Cataluña,mujer,47,20430.27,FP,FP,26389.37,Técnico/a
714,España,Castilla-La Mancha,hombre,30,17735.5,Primaria,Secundaria,14528.15,Servicios básicos
715,España,Castilla y León,hombre,48,17919.63,Secundaria,FP,26198.56,Técnico/a
716,España,País Vasco,mujer,44,18982.39,Secundaria,Primaria,19095.31,Técnico/a junior
717,España,Madrid,hombre,50,17337.76,FP,FP,24958.41,Técnico/a
718,España,País Vasco,mujer,29,26097.07,Universidad,Universidad,33924.04,Especialista
719,España,Aragón,hombre,44,16301.74,Primaria,Primaria,9020.92,Servicios básicos
720,España,La Rioja,mujer,36,19230.65,FP,FP,20292.15,Técnico/a junior
721,España,País Vasco,hombre,25,20695.21,FP,FP,28323.42,Técnico/a
722,España,Baleares,hombre,52,22078.39,FP,FP,27345.56,Técnico/a
723,España,Andalucía,mujer,32,13058.67,Sin estudios,Primaria,17705.14,Técnico/a junior
724,España,Madrid,mujer,25,27855.77,FP,FP,33520.29,Especialista
725,España,Comunidad Valenciana,mujer,29,20007.83,Secundaria,Secundaria,18122.18,Técnico/a junior
726,España,Murcia,mujer,46,19494.06,Secundaria,FP,21461.98,Técnico/a junior
727,España,Asturias,mujer,30,14697.88,Secundaria,Secundaria,18119.89,Técnico/a junior
728,España,Madrid,hombre,53,18239.68,FP,FP,28055.98,Técnico/a
729,España,Baleares,mujer,45,14625.48,Primaria,Sin estudios,16870.21,Técnico/a junior
730,España,Asturias,mujer,27,19914.09,FP,Secundaria,14727.5,Servicios básicos
731,España,Asturias,hombre,39,13228.24,Secundaria,Secundaria,17259.07,Técnico/a junior
732,España,Madrid,mujer,29,19844.84,FP,FP,28821.26,Técnico/a
733,España,Galicia,hombre,52,20439.82,FP,FP,28491.24,Técnico/a
734,España,Comunidad Valenciana,hombre,48,16116.48,Secundaria,FP,22544.72,Técnico/a
735,España,Castilla y León,hombre,38,14144.73,Secundaria,Primaria,11327.63,Servicios básicos
736,España,Murcia,hombre,42,15707.44,Primaria,Secundaria,17646.05,Técnico/a junior
737,España,Castilla-La Mancha,hombre,40,18912.37,FP,Secundaria,22173.27,Técnico/a
738,España,Madrid,mujer,30,15798.7,Primaria,Sin estudios,21223.91,Técnico/a junior
739,España,Cataluña,mujer,49,29393.49,FP,FP,33419.59,Especialista
740,España,Castilla-La Mancha,mujer,48,20047.95,Secundaria,FP,22663.54,Técnico/a
741,España,Cataluña,hombre,38,13870.43,Secundaria,FP,25887.18,Técnico/a
742,España,Cantabria,mujer,51,16080.56,Primaria,Sin estudios,14108.84,Servicios básicos
743,España,Madrid,hombre,48,18883.67,Secundaria,FP,26358.53,Técnico/a
744,España,Cataluña,no_binario,32,19357.95,Secundaria,Secundaria,25820.66,Técnico/a
745,España,Canarias,hombre,53,15870.12,Primaria,Primaria,19245.62,Técnico/a junior
746,España,Navarra,hombre,31,16277.26,Secundaria,Secundaria,21421.6,Técnico/a junior
747,España,Castilla-La Mancha,mujer,32,14108.32,FP,FP,22559.3,Técnico/a
748,España,Comunidad Valenciana,hombre,37,23522.35,,Universidad,25238.45,Técnico/a
749,España,Navarra,hombre,30,19325.63,Secundaria,Secundaria,20757.98,Técnico/a junior
750,España,Extremadura,mujer,42,19160.48,,Universidad,23214.08,Técnico/a
751,España,Aragón,mujer,26,20113.66,FP,FP,22564.13,Técnico/a
752,España,País Vasco,hombre,32,19415.22,FP,Universidad,25637.41,Técnico/a
753,España,Extremadura,hombre,35,14420.43,Secundaria,Secundaria,19696.58,Técnico/a junior
754,España,Castilla y León,hombre,25,18004.29,Secundaria,Primaria,11213.71,Servicios básicos
755,España,Asturias,hombre,46,17420.05,Secundaria,Secundaria,21999.51,Técnico/a junior
756,España,Madrid,hombre,53,17592.4,Secundaria,Secundaria,22360.29,Técnico/a
757,España,Extremadura,hombre,30,15760.23,FP,FP,28040.71,Técnico/a
758,España,Comunidad Valenciana,mujer,40,23266.77,FP,FP,24450.35,Técnico/a
759,España,Navarra,mujer,51,22814.68,FP,FP,24221.46,Técnico/a
760,España,Madrid,mujer,44,18470.68,Secundaria,Secundaria,25138.09,Técnico/a
761,España,Asturias,hombre,36,12791.14,Primaria,Secundaria,17243.29,Técnico/a junior
762,España,Castilla y León,hombre,35,20531.65,Universidad,Postgrado,31758.82,Técnico/a
763,España,Canarias,hombre,53,16216.84,FP,FP,25093.69,Técnico/a
764,España,Madrid,mujer,51,17360.0,FP,FP,23915.87,Técnico/a
765,España,Andalucía,hombre,53,17955.99,Secundaria,FP,26673.23,Técnico/a
766,España,Comunidad Valenciana,hombre,34,12567.9,Secundaria,FP,13897.25,Servicios básicos
767,España,Madrid,hombre,27,19650.78,Secundaria,Secundaria,28956.17,Técnico/a
768,España,Murcia,hombre,37,21840.23,FP,Secundaria,15569.52,Técnico/a junior
769,España,Castilla y León,mujer,51,20084.25,FP,Universidad,31661.18,Técnico/a
770,España,Madrid,hombre,27,27544.69,Universidad,FP,24068.61,Técnico/a
771,España,Aragón,mujer,39,11542.82,Sin estudios,Sin estudios,21547.17,Técnico/a junior
772,España,Murcia,mujer,40,17539.09,Primaria,Sin estudios,17471.77,Técnico/a junior
773,España,Aragón,mujer,53,19803.04,Secundaria,Secundaria,17604.27,Técnico/a junior
774,España,Castilla-La Mancha,hombre,37,19914.88,Secundaria,Primaria,25393.45,Técnico/a
775,España,Madrid,hombre,41,24469.92,Universidad,Universidad,29178.19,Técnico/a
776,España,Asturias,hombre,27,14093.64,Secundaria,Secundaria,17546.4,Técnico/a junior
777,España,Canarias,hombre,44,16711.25,Primaria,Secundaria,28636.56,Técnico/a
778,España,La Rioja,hombre,35,19685.29,Secundaria,Secundaria,22242.76,Técnico/a
779,España,La Rioja,hombre,51,21257.79,FP,Universidad,20513.44,Técnico/a junior
780,España,Extremadura,mujer,45,20447.55,Universidad,Postgrado,29785.5,Técnico/a
781,España,Galicia,mujer,43,22882.57,,FP,23706.66,Técnico/a
782,España,Comunidad Valenciana,mujer,46,18478.89,FP,Universidad,26663.65,Técnico/a
783,España,Canarias,mujer,35,19905.52,Secundaria,Secundaria,20801.93,Técnico/a junior
784,España,Castilla y León,mujer,54,21420.94,FP,Universidad,29608.94,Técnico/a
785,España,Baleares,mujer,52,16353.64,Secundaria,FP,18935.91,Técnico/a junior
786,España,Navarra,mujer,40,19519.71,Primaria,Secundaria,18866.21,Técnico/a junior
787,España,Comunidad Valenciana,hombre,45,19065.9,FP,FP,24140.67,Técnico/a
788,España,Castilla-La Mancha,mujer,27,19970.08,,FP,20837.42,Técnico/a junior
789,España,Cataluña,mujer,46,40464.32,FP,FP,41729.9,Especialista
790,España,País Vasco,mujer,30,21691.44,Universidad,Postgrado,32742.63,Especialista
791,España,Asturias,hombre,38,14175.61,Secundaria,Primaria,17042.77,Técnico/a junior
792,España,Comunidad Valenciana,mujer,48,13869.48,Primaria,Primaria,16049.79,Técnico/a junior
793,España,Cataluña,mujer,42,22075.69,Secundaria,Secundaria,21014.76,Técnico/a junior
794,España,Extremadura,hombre,41,15457.56,FP,Secundaria,19167.62,Técnico/a junior
795,España,Andalucía,mujer,28,33672.96,Universidad,Universidad,30163.86,Técnico/a
796,España,Murcia,mujer,47,22217.56,FP,Universidad,26604.68,Técnico/a
797,España,País Vasco,mujer,39,31905.63,Universidad,Universidad,37892.12,Especialista
798,España,Comunidad Valenciana,mujer,35,22762.95,Universidad,Universidad,23475.78,Técnico/a
799,España,Galicia,mujer,50,18886.51,Secundaria,Secundaria,22681.19,Técnico/a
800,España,Navarra,mujer,27,22387.2,Universidad,Universidad,29166.34,Técnico/a
801,España,Galicia,hombre,27,16706.41,Secundaria,FP,23722.03,Técnico/a
802,España,Asturias,hombre,40,15648.27,Primaria,Primaria,17146.19,Técnico/a junior
803,España,Comunidad Valenciana,hombre,29,14269.73,FP,FP,16604.55,Técnico/a junior
804,España,Extremadura,mujer,45,20882.75,Universidad,FP,23964.65,Técnico/a
805,España,Castilla-La Mancha,hombre,53,13841.9,Secundaria,Secundaria,20409.69,Técnico/a junior
806,España,La Rioja,mujer,34,18683.89,FP,FP,18690.6,Técnico/a junior
807,España,País Vasco,mujer,43,24619.96,FP,FP,25062.38,Técnico/a
808,España,Navarra,hombre,49,22535.6,FP,Secundaria,21279.72,Técnico/a junior
809,España,Cataluña,mujer,28,15332.65,,FP,22408.12,Técnico/a
810,España,Aragón,mujer,53,21843.25,FP,FP,24392.42,Técnico/a
811,España,País Vasco,hombre,53,21632.33,FP,Universidad,30137.71,Técnico/a
812,España,Murcia,hombre,43,18142.3,Secundaria,Secundaria,20724.03,Técnico/a junior
813,España,Aragón,hombre,35,11731.54,Primaria,Primaria,19827.64,Técnico/a junior
814,España,Navarra,hombre,26,25794.84,Secundaria,FP,28324.96,Técnico/a
815,España,Murcia,no_binario,34,26219.63,FP,Secundaria,23995.36,Técnico/a
816,España,Cataluña,mujer,53,21205.37,FP,FP,23149.32,Técnico/a
817,España,Comunidad Valenciana,mujer,35,18706.68,Primaria,Primaria,15849.25,Técnico/a junior
818,España,Castilla-La Mancha,mujer,49,19296.94,Secundaria,Secundaria,23629.69,Técnico/a
819,España,Andalucía,mujer,44,18801.88,FP,FP,21276.45,Técnico/a junior
820,España,Castilla y León,mujer,40,15867.64,Secundaria,FP,18050.16,Técnico/a junior
821,España,Madrid,hombre,43,18731.78,Secundaria,FP,32969.63,Especialista
822,España,Andalucía,hombre,47,16474.75,Primaria,Primaria,22807.88,Técnico/a
823,España,Castilla y León,hombre,48,15751.08,FP,Universidad,23997.04,Técnico/a
824,España,Castilla-La Mancha,mujer,35,16196.71,Secundaria,Secundaria,15499.19,Técnico/a junior
825,España,Comunidad Valenciana,hombre,38,19786.42,Secundaria,Primaria,21345.26,Técnico/a junior
826,España,Navarra,hombre,26,25654.74,Universidad,Postgrado,32424.48,Especialista
827,España,Castilla y León,hombre,47,22286.9,Universidad,Postgrado,35052.07,Especialista
828,España,Castilla y León,mujer,52,17978.72,Primaria,Primaria,16369.69,Técnico/a junior
829,España,La Rioja,hombre,29,19532.15,Secundaria,FP,29043.09,Técnico/a
830,España,Cataluña,mujer,51,25345.06,Universidad,FP,27543.98,Técnico/a
831,España,Canarias,mujer,29,19482.82,Secundaria,FP,31535.91,Técnico/a
832,España,Cataluña,mujer,43,14941.44,Secundaria,Secundaria,21653.19,Técnico/a junior
833,España,Asturias,hombre,45,13508.3,Primaria,Secundaria,22923.8,Técnico/a
834,España,Baleares,hombre,36,19612.47,Secundaria,FP,24233.3,Técnico/a
835,España,Cataluña,mujer,42,22714.59,FP,Secundaria,20298.43,Técnico/a junior
836,España,Castilla-La Mancha,mujer,28,13468.62,Primaria,Primaria,9000.0,Servicios básicos
837,España,Navarra,mujer,46,20502.7,FP,Secundaria,25694.33,Técnico/a
838,España,Castilla y León,mujer,41,15056.38,FP,Universidad,24270.52,Técnico/a
839,España,Comunidad Valenciana,mujer,34,19740.48,Primaria,Secundaria,16516.7,Técnico/a junior
840,España,Extremadura,mujer,44,25804.74,FP,FP,31059.3,Técnico/a
841,España,Andalucía,hombre,30,12126.61,Sin estudios,Sin estudios,18884.41,Técnico/a junior
842,España,Galicia,mujer,49,17626.38,Primaria,Primaria,22777.03,Técnico/a
843,España,Baleares,mujer,38,16016.98,Secundaria,Secundaria,16823.31,Técnico/a junior
844,España,País Vasco,mujer,35,17802.18,Primaria,Primaria,24533.51,Técnico/a
845,España,Asturias,hombre,35,11699.47,Sin estudios,Primaria,16882.43,Técnico/a junior
846,España,Castilla-La Mancha,hombre,53,15530.28,Primaria,Primaria,22086.44,Técnico/a
847,España,Aragón,hombre,42,28503.29,FP,FP,29705.22,Técnico/a
848,España,País Vasco,mujer,51,20276.52,Secundaria,Secundaria,24264.92,Técnico/a
849,España,Cataluña,hombre,47,17514.69,Secundaria,FP,29349.44,Técnico/a
850,España,Comunidad Valenciana,mujer,46,21662.62,Universidad,Universidad,30819.32,Técnico/a
851,España,Andalucía,hombre,42,15132.76,Secundaria,FP,24853.09,Técnico/a
852,España,Madrid,hombre,48,27517.9,FP,FP,28877.94,Técnico/a
853,España,Baleares,hombre,47,17532.11,Primaria,Secundaria,21672.75,Técnico/a junior
854,España,Navarra,hombre,35,18607.81,Secundaria,FP,16749.99,Técnico/a junior
855,España,Baleares,hombre,45,19884.26,Secundaria,FP,24316.63,Técnico/a
856,España,Baleares,mujer,36,13032.84,Secundaria,FP,25175.95,Técnico/a
857,España,Andalucía,hombre,29,14339.29,Secundaria,Secundaria,20427.34,Técnico/a junior
858,España,Cataluña,mujer,47,15557.31,FP,Secundaria,17852.52,Técnico/a junior
859,España,Comunidad Valenciana,hombre,33,15515.32,Secundaria,FP,25747.93,Técnico/a
860,España,Andalucía,mujer,51,21218.62,Secundaria,Secundaria,31954.14,Técnico/a
861,España,Madrid,mujer,49,24375.14,Secundaria,FP,25652.54,Técnico/a
862,España,Cataluña,mujer,33,19377.46,Primaria,Primaria,20165.03,Técnico/a junior
863,España,Comunidad Valenciana,mujer,46,29381.8,FP,Secundaria,23046.23,Técnico/a
864,España,Cataluña,mujer,34,15998.45,Primaria,Secundaria,21171.12,Técnico/a junior
865,España,Castilla-La Mancha,hombre,46,21201.14,Universidad,Universidad,28530.53,Técnico/a
866,España,Comunidad Valenciana,mujer,43,25947.47,FP,FP,24076.86,Técnico/a
867,España,Asturias,mujer,25,16928.22,Secundaria,FP,21002.6,Técnico/a junior
868,España,Baleares,hombre,31,16459.4,Secundaria,Secundaria,22040.89,Técnico/a
869,España,Murcia,mujer,28,18618.17,Secundaria,Secundaria,22028.78,Técnico/a
870,España,País Vasco,hombre,25,24336.6,Secundaria,Secundaria,30838.37,Técnico/a
871,España,Castilla-La Mancha,hombre,39,14177.22,Secundaria,FP,20534.64,Técnico/a junior
872,España,Canarias,hombre,32,12465.44,Primaria,Secundaria,15643.02,Técnico/a junior
873,España,Galicia,hombre,36,21526.97,Universidad,Universidad,30196.72,Técnico/a
874,España,Castilla-La Mancha,mujer,46,15443.26,FP,FP,22624.01,Técnico/a
875,España,Andalucía,hombre,46,13286.88,Primaria,Sin estudios,14607.34,Servicios básicos
876,España,Asturias,mujer,42,13321.92,Sin estudios,Sin estudios,16993.19,Técnico/a junior
877,España,La Rioja,mujer,39,20816.15,FP,Secundaria,20026.25,Técnico/a junior
878,España,Galicia,hombre,41,19936.25,FP,FP,21631.53,Técnico/a junior
879,España,Andalucía,mujer,53,12556.07,Primaria,Secundaria,11002.62,Servicios básicos
880,España,Canarias,hombre,38,17334.43,Secundaria,Secundaria,18652.76,Técnico/a junior
881,España,Canarias,hombre,38,17727.68,FP,Universidad,19402.31,Técnico/a junior
882,España,Galicia,hombre,42,18551.56,Secundaria,Secundaria,18110.29,Técnico/a junior
883,España,Andalucía,hombre,44,20166.83,Universidad,Universidad,29004.28,Técnico/a
884,España,Aragón,mujer,42,15367.47,FP,FP,15917.11,Técnico/a junior
885,España,Madrid,mujer,40,21907.53,Secundaria,Secundaria,23816.94,Técnico/a
886,España,Baleares,hombre,25,16212.71,Secundaria,Secundaria,21840.36,Técnico/a junior
887,España,Galicia,mujer,47,20068.03,FP,FP,22719.21,Técnico/a
888,España,Canarias,hombre,51,16464.2,Secundaria,Primaria,15783.33,Técnico/a junior
889,España,Aragón,hombre,35,13050.34,Primaria,Secundaria,19011.51,Técnico/a junior
890,España,Canarias,hombre,39,15618.68,FP,Secundaria,20652.75,Técnico/a junior
891,España,La Rioja,mujer,36,24730.86,FP,Universidad,29610.32,Técnico/a
892,España,Murcia,mujer,32,27379.92,Secundaria,Secundaria,22830.8,Técnico/a
893,España,Madrid,mujer,46,21879.15,FP,Secundaria,27493.67,Técnico/a
894,España,Castilla-La Mancha,mujer,44,18953.22,Secundaria,Secundaria,15941.36,Técnico/a junior
895,España,Galicia,hombre,54,15664.48,FP,FP,23740.72,Técnico/a
896,España,Baleares,mujer,30,17463.4,FP,FP,26379.47,Técnico/a
897,España,Cantabria,mujer,27,14143.66,Secundaria,Secundaria,19061.24,Técnico/a junior
898,España,Navarra,mujer,52,19680.24,Secundaria,Secundaria,20821.47,Técnico/a junior
899,España,Andalucía,hombre,48,16461.59,Secundaria,Primaria,10852.05,Servicios básicos
900,España,Aragón,hombre,50,13873.68,Primaria,Secundaria,23098.89,Técnico/a
901,España,Baleares,mujer,54,17148.29,Primaria,Primaria,22809.81,Técnico/a
902,España,Andalucía,mujer,37,14260.48,FP,FP,17262.42,Técnico/a junior
903,España,Baleares,mujer,37,17261.67,Secundaria,FP,27452.5,Técnico/a
904,España,Comunidad Valenciana,mujer,26,30902.12,FP,FP,29675.61,Técnico/a
905,España,Castilla-La Mancha,hombre,29,21652.36,Universidad,Postgrado,29487.66,Técnico/a
906,España,Navarra,hombre,41,19744.82,Primaria,Secundaria,25056.45,Técnico/a
907,España,Madrid,mujer,30,29537.07,FP,Secundaria,26818.75,Técnico/a
908,España,Castilla y León,mujer,26,21152.45,Secundaria,Secundaria,26265.05,Técnico/a
909,España,Canarias,no_binario,28,14960.8,FP,FP,22850.22,Técnico/a
910,España,Castilla-La Mancha,mujer,46,15752.7,Secundaria,Primaria,20527.8,Técnico/a junior
911,España,Comunidad Valenciana,hombre,50,22565.17,FP,Universidad,30384.34,Técnico/a
912,España,Canarias,mujer,35,17245.75,FP,FP,23996.42,Técnico/a
913,España,Extremadura,mujer,32,15859.17,FP,Universidad,25248.19,Técnico/a
914,España,Castilla-La Mancha,mujer,36,17831.83,Secundaria,FP,19883.38,Técnico/a junior
915,España,Comunidad Valenciana,hombre,32,17118.75,Primaria,Primaria,17951.93,Técnico/a junior
916,España,Cataluña,hombre,35,15792.3,Secundaria,FP,27174.61,Técnico/a
917,España,Cantabria,mujer,46,16500.77,FP,FP,24273.8,Técnico/a
918,España,País Vasco,mujer,44,21221.87,FP,Secundaria,25890.21,Técnico/a
919,España,Madrid,mujer,32,28254.96,FP,FP,23667.02,Técnico/a
920,España,Asturias,mujer,53,20778.23,FP,FP,23165.94,Técnico/a
921,España,Murcia,mujer,32,20159.36,Universidad,Universidad,25857.78,Técnico/a
922,España,Cataluña,mujer,50,13805.34,Sin estudios,Primaria,14496.7,Servicios básicos
923,España,Navarra,hombre,54,18338.95,Secundaria,Secundaria,23415.68,Técnico/a
924,España,Madrid,mujer,41,19763.16,Primaria,Primaria,13971.99,Servicios básicos
925,España,Castilla-La Mancha,mujer,44,14341.98,Secundaria,Secundaria,21382.12,Técnico/a junior
926,España,Andalucía,hombre,44,14300.05,FP,FP,25299.56,Técnico/a
927,España,Canarias,mujer,47,19279.55,Secundaria,Secundaria,19941.35,Técnico/a junior
928,España,Comunidad Valenciana,hombre,40,20752.92,Secundaria,Secundaria,21078.63,Técnico/a junior
929,España,Extremadura,mujer,38,16793.55,FP,Secundaria,22943.55,Técnico/a
930,España,Canarias,hombre,54,16333.99,Secundaria,Primaria,14742.47,Servicios básicos
931,España,Asturias,hombre,35,15622.64,FP,FP,23626.53,Técnico/a
932,España,Madrid,hombre,31,25847.57,FP,Secundaria,23254.83,Técnico/a
933,España,País Vasco,no_binario,40,22848.28,Universidad,Universidad,27682.04,Técnico/a
934,España,Comunidad Valenciana,mujer,37,16213.11,Secundaria,Secundaria,20331.87,Técnico/a junior
935,España,Baleares,hombre,51,16684.39,Secundaria,Secundaria,21755.53,Técnico/a junior
936,España,Canarias,mujer,39,17629.9,Primaria,Secundaria,13909.94,Servicios básicos
937,España,Andalucía,mujer,48,16920.94,,FP,26921.74,Técnico/a
938,España,Navarra,mujer,40,19181.25,Secundaria,Secundaria,19180.05,Técnico/a junior
939,España,Aragón,hombre,51,19012.52,Secundaria,Secundaria,22343.01,Técnico/a
940,España,Comunidad Valenciana,mujer,45,17176.29,Secundaria,Secundaria,25347.47,Técnico/a
941,España,Cantabria,hombre,47,12537.83,Secundaria,FP,20625.68,Técnico/a junior
942,España,Comunidad Valenciana,hombre,48,24576.24,FP,Secundaria,27515.83,Técnico/a
943,España,Galicia,hombre,33,20734.5,FP,Secundaria,18309.84,Técnico/a junior
944,España,Madrid,hombre,27,20298.55,FP,FP,31484.37,Técnico/a
945,España,Baleares,mujer,43,21164.12,Secundaria,FP,24109.0,Técnico/a
946,España,Andalucía,mujer,44,12656.35,Sin estudios,Primaria,13926.83,Servicios básicos
947,España,Asturias,mujer,29,12000.29,Secundaria,FP,14396.82,Servicios básicos
948,España,Navarra,mujer,34,26488.02,Universidad,Postgrado,35622.92,Especialista
949,España,Murcia,mujer,41,24938.79,FP,FP,28217.4,Técnico/a
950,España,Extremadura,mujer,39,22013.6,Secundaria,Secundaria,24589.95,Técnico/a
951,España,Extremadura,mujer,47,17007.4,Secundaria,FP,17001.18,Técnico/a junior
952,España,Galicia,hombre,49,22819.13,Universidad,Postgrado,33601.9,Especialista
953,España,Baleares,hombre,32,22784.76,FP,Universidad,33344.04,Especialista
954,España,Navarra,mujer,39,21647.32,FP,Secundaria,23892.99,Técnico/a
955,España,Castilla-La Mancha,hombre,45,19346.11,FP,Secundaria,18001.2,Técnico/a junior
956,España,Castilla-La Mancha,mujer,54,16094.42,Secundaria,Secundaria,10473.93,Servicios básicos
957,España,Cataluña,mujer,38,19949.4,FP,Secundaria,25967.17,Técnico/a
958,España,Andalucía,hombre,44,13023.16,Sin estudios,Primaria,15563.98,Técnico/a junior
959,España,Asturias,mujer,52,19478.36,Secundaria,FP,24237.94,Técnico/a
960,España,La Rioja,mujer,31,21864.97,FP,FP,24128.82,Técnico/a
961,España,Aragón,no_binario,45,14261.11,Secundaria,Secundaria,19238.26,Técnico/a junior
